num,titulo_empleo,descripcion_empleo,etiquetas_empleo
59,Desarrollador Senior Golang -- imprescindible nivel alto de español,"Buscamos a un Back-end developer en México u otro país de habla hispana, especializado en GO (experiencia mínima de 3-4 años) para trabajar remotamente con nuestro departamento de I+D (más de 20 personas). Desarrollamos soluciones cloud interactivas basadas en microservicios sobre un entorno AWS, las cuales actualmente tienen presencia en más de 60 países.

Requisitos:
- Experiencia en diseño de backend y desarrollo con Golang para aplicaciones web de alta complejidad.
- Conocimientos de SQL y bases de datos Key-value como Redis o similar.
- Deseable conocimiento en Unit testing.
- Se valorará (no imprescindible) experiencia con AWS o similar.
- Se valorará (no imprescindible) experiencia con Kubernetes.
- Nivel a...","[""Amazon Web Services"", ""Golang"", ""Kubernetes"", ""Redis"", ""SQL""]"
60,Estoy buscando un backend developer con experiencia.,"Estoy buscando un backend developer con experiencia. 
Quiero a alguien con experiencia con HTML , MongoDB , Javascript.","[""HTML"", ""HTML5"", ""JavaScript"", ""MongoDB"", ""Node.js""]"
61,Optimización de Sitio Web,"Necesito un web developer para realizar una optimización de las bases de datos de mi sitio web.  Tiene que ser una persona que hable español y que tenga experiencia en bases de datos MYSQL, PHP,  y manejo de wordpress, porque el sitio esta hecho en wordpress.","[""HTML"", ""MySQL"", ""PHP"", ""Diseño de sitios web"", ""WordPress""]"
62,Necesito un full stack developer.,Necesito un full stack developer. Quisiera a alguien que sepa ingles & espanol.,"[""Full Stack Development"", ""HTML5""]"
63,Developer and Solutions Architect,"Quién Eres:
•	Alguien que le gustan los retos y que comparta con nosotros pasión por la tecnología, la entrega, la confiabilidad y la excelencia operativa para impactar en la vida de las personas mayores y muchas otras enfermedades en el futuro.
•	Conocimiento de patrones de diseño y programación orientada a objetos
•	Desarrollador y arquitecto de soluciones con experiencia en entorno AWS (Lambda functions, API Gateway, storage S3, Dynamo DB…)
•	Conocimientos y experiencia en API REST, JSON, SQL
•	Habilidades de programación: Experiencia en uno o más: Java / Kotlin / C / GoLang / Python 
•	Experiencia en desarrollo e integración continua
•	Impulsar y respaldar las mejores prácticas, la ...","[""Amazon Web Services"", ""Java"", ""Python"", ""RESTful"", ""Arquitectura de software""]"
64,Integrar calendario de outlook y google a una plataforma web,Busco a un developer que haya integrado estos calendarios en una plataforma basada en php y Larabel. Es para una plataforma grande por lo que seguramente habrá más proyectos.,"[""Laravel"", ""Microsoft Outlook"", ""PHP""]"
65,Roblox Developer - Senior,"Senior Roblox Developer: posición abierta para una empresa de desarrollo de videojuegos localizada en Inglaterra.
Duración aproximada del proyecto: 5 meses. Muchos de sus proyectos son con marcas muy conocidas como Samsung, Nickelodeon, Facebook haciendo metaverse pop concerts, metaverse gaming league, y tambien proyectos para marcas de ropa.

Te dejamos una descripción aproximada de la posición:

What you should have...

- 3-5 years of experience with Roblox/Lua/Content Development.
- Demonstrable 3D Gameplay programming knowledge, including vector mathematics, AI, animation, camera control, input mechanisms, etc.
- Experience working with game assets (meshes, animations, materials, etc)
- Experience profiling and optimizing the game and render performan...","[""Desarrollo de juegos"", ""Roblox"", ""Scripting""]"
66,Necesito un app developer,"Quiero una aplicación para hacer una tienda de productos médico dentales, donde pueda vender también productos de otras personas (tipo Amazon o alibaba), es decir si alguien busca ""pinzas"" aparezcan los diferentes vendedores que ofrecen ese producto.","[""Amazon Web Services"", ""Android"", ""iPhone"", ""Desarrollo de apps móviles"", ""PHP""]"
67,Shopify developer,"Hola, quiero pasar mi pagina de restaurante a shopify, para asi crear productos mas facil, y tener una mayor facilidad de edicion.

Lo primero seria rediseñar la web de shopify y luego establecer una estrategia de categorias y palabras clave para subir los productos.","[""HTML"", ""PHP"", ""Shopify"", ""Plantilla para Shopify"", ""Diseño de sitios web""]"
68,Web Designer and Web Developer,"Descripción de empleo Estoy buscando un sitio web atractivo y de alto rendimiento para mi empresa. Comparta amablemente su cartera con los mejores sitios web que ha creado hasta ahora.     Responsabilidades  Estudio de los informes de diseño y determinación de los requisitos Programación de los proyectos y definición de las limitaciones presupuestarias Conceptualización de los elementos visuales sobre la base de los requisitos Preparación de borradores y presentación de ideas Desarrollo de ilustraciones, logotipos y otros diseños realizados con software o a mano Uso de los colores y las composiciones apropiados para cada gráfico Trabajo con redactores creativos y con el director creativo para producir el diseño fi...","[""Diseño gráfico"", ""HTML"", ""Diseño de logotipos"", ""PHP"", ""Diseño de sitios web""]"
69,Web Designer and Web Developer,"Descripción de empleo
Estoy buscando un sitio web atractivo y de alto rendimiento para mi empresa. Comparta amablemente su cartera con los mejores sitios web que ha creado hasta ahora. 



Responsabilidades

Estudio de los informes de diseño y determinación de los requisitos
Programación de los proyectos y definición de las limitaciones presupuestarias
Conceptualización de los elementos visuales sobre la base de los requisitos
Preparación de borradores y presentación de ideas
Desarrollo de ilustraciones, logotipos y otros diseños realizados con software o a mano
Uso de los colores y las composiciones apropiados para cada gráfico
Trabajo con redactores creativos y con el director creativo para producir el diseño fi...","[""Diseño gráfico"", ""Diseño de sitios web""]"
70,Crear un Launchpad,Necesito ayuda de un developer en blockchain para crear un launchpad soy developer de front end,"[""Cadena de bloques"", ""JavaScript"", ""Python"", ""Smart Contracts"", ""Solidity""]"
71,MIGRACION DE FORMS & REPORTS 6i A FORMS & REPORTS 12 C,REQUERIMOS EL PERSONAL PARA INICIAR UN PROYECTO DE MIGRACION CON LAS HERRAMIENTAS DEVELOPER. DE FORMS & REPORTS 6i A FORMS & REPORTS 12 C,"[""Arquitectura de software"", ""Verificación de software""]"
72,Angular Front-end Developer,"Español:

Estamos buscando a un desarrollador front-end con conocimiento en Angular. Sus tareas serán hacer componentes basados en diseños que proveeremos y posteriormente, conectarlos a un API.

English:

We're looking for an Angular developer to work long-term for us. Your tasks include creating components based on provided designs and hooking them to an API.","[""Angular"", ""Bootstrap"", ""HTML"", ""HTML5"", ""JavaScript""]"
73,Despliegue de app en iOS,"Se requiere probar y desplegar una aplicación realizada con Ionic Framework y Angular para iOS. Actualmente es una PWA y se ha compilado para Android.

¿Qué estamos buscando?
* Desarrollador con experiencia en desplegar aplicaciones (Apple Developer)
* Experiencia con XCode
* Experiencia con Ionic
* Experiencia con SCSS y/o CSS
* Contar con iMac y iPhone/iPad propios","[""Angular"", ""CSS"", ""Ionic Framework"", ""iOS Development"", ""LESS/Sass/SCSS""]"
74,Frontend Developer Vue.Js,"Desde Authentication4art estamos buscando un Programador experto en Frontend. Concretamente en Vue.Js. 

El Proyecto tendrá una duración de 80 horas, aproximadamente. Preferiblemente en dedicación full time durante 10 días, dos semanas laborables. 

Nos encontramos en la fase final del desarrollo y necesitamos acelerar los tiempos para la entrega. 

Nuestros programadores están ubicados en Cataluña. No siendo necesario residir allí, se valorará la opción de poder realizar alguna sesión presencial. 

El Proyeto es Global en un sector en auge.

Si reunes los requisitos, estamos deseando conocerte !!!","[""HTML"", ""HTML5"", ""PHP"", ""Vue.js Framework""]"
75,Creacion de imagenes tipo gif en png,"Buenas, alguien que me puedan ayudar a crear imágenes tipo GIF en png, soy developer y tengo un proyecto casi para lanzar a prod.
Adjunto imágenes y videos de ejemplo para que me puedan entender.
[Cada foto u video tiene una pequeña descripción]
porfa si me van a escribir también decirme el precio.

foto 1 - 2:
Este en un mapa en tiempo real donde el usuario puede ver la posición del conductor, entonces quiero que esas imagenes tengan un poco de movimiento y que sean muy llamativas por que por ejemplo muchas personas no encuentran la motocicleta.
(entonces debe ser como color llamativo y un movimiento pequeño)

video 3:
Este es un video corto de como es la vista del conductor. Entonces quiero que esa imagen que marque con verde.
Sea l...","[""After Effects"", ""Photoshop"", ""Edición de video"", ""Servicios de video"", ""Videografía""]"
76,"i360, Plataforma de gestión de innovación","Tenemos una plataforma que requiere a un senior java developer J2ee, deplegaba en Google cloud platform.","[""J2EE"", ""Java"", ""JSP"", ""PHP"", ""Arquitectura de software""]"
77,Wordpress Developer,"Se requiere una persona que tenga conocimientos sólidos en wordpress , en la creación de plugins desde cero y la creación de plantillas desde cero , debe saber programar en php que y debe tener mucha creatividad . para este proyecto requerimos una persona disponible de lunes a vienes de 8 am a 12 y de 2 a 6 pm horas laborales de lunes a viernes , tambien debe conocer de git. Tener conocimientos en creacion y manejo de base datos y tener la capacidad de instalar un sitio web y configurar un sitio web desde cero.","[""CSS"", ""HTML"", ""MySQL"", ""PHP"", ""WordPress""]"
78,xamarin developer,Proyecto aplicación multiplataforma de carácter internacional.,"[""Android"", ""iOS Development"", ""Desarrollo de apps móviles"", ""Server"", ""Xamarin""]"
79,Joomla Developer,"Dirijo una agencia y busco un desarrollador/a diseñador/a de Joomla. El sitio web contará con una cantidad aproximada de 15 a 20 paginas. Para la contratación es necesario tenga mas de 2 año de experiencia. 
Los detalles serán conversados a través del chat. Gracias","[""CSS"", ""HTML"", ""Joomla"", ""PHP"", ""Diseño de sitios web""]"
80,Necesito a Python Developer,"Necesitaría un código que me consiga realizar lo siguiente:
Acceder a cada uno de los 365 ficheros de excel adjuntados en la carpeta ""RREE DESGLOSE PVPC 2021"", uno para cada día del año, y obtener los primeros 24 valores (fijarse en la columna B que indica las horas, de la 1:00 a la 24:00) de la columna Precio de producción TCU y de la columna Mercado Diario. Una vez obtenidos, exportarlos a las columnas D y E del fichero excel ""calculo_coeficientes_2021"" (ignorar valores que hay actualmente en esas columnas), y de manera que se calcule el respectivo coeficiente en la columna F (formula ya escrita). Todo ello ordenado por días (de arriba a abajo en una misma hoja) y por meses (diferentes hojas de izquierda a derecha). Imagino qu...","[""Entrada de datos"", ""Procesamiento de datos"", ""Excel"", ""Python"", ""Arquitectura de software""]"
81,Conexion api google Ads,"Requiero extraer via API, usando ya sea comandos curl o a través de un script php, datos de mis campañas en Google Ads. Tengo el developer token, el id de cliente y el client secret. Requiero que este script se ejecute a través de una shell cada 3 horas, y se genere un archivo json con la información extraída (las dimensiones y métricas son las que Google ads proporciona en el informe generado desde el administrador de campañas)","[""Google Adwords"", ""Google APIs"", ""JavaScript"", ""PHP""]"
82,Necesito app developer,"Quiero hacer una aplicacion muy sencilla. Tipo formulario, y manual","[""Android"", ""iPhone"", ""Desarrollo de apps móviles"", ""React Native""]"
